pixel_no,pixel_x,pixel_y,latitude,longitude,C12_imag_mean,C12_imag_sigma
573,493,76,12.2564433743723,76.21579903327,725.9537,524.56836
574,493,77,12.2563190300852,76.2157738467636,-31.46667,1061.5807
575,493,78,12.256194685798,76.2157486602572,-383.1537,747.2076
576,493,79,12.2560703415108,76.2157234737508,-829.0241,790.2902
577,493,80,12.2559459972236,76.2156982872444,-653.3204,764.83734
578,493,81,12.2558216529364,76.215673100738,-96.346306,1525.1268
579,493,82,12.2556973086492,76.2156479142315,806.66113,1305.7513
580,493,83,12.255572964362,76.2156227277251,1476.2334,555.713
581,493,84,12.2554486200748,76.2155975412187,1238.5834,396.8786
582,493,85,12.2553242757876,76.2155723547123,986.72406,411.37637
583,493,86,12.2551999315004,76.2155471682059,682.53705,458.1939
584,493,87,12.2550755872132,76.2155219816994,392.12595,481.64038
585,493,88,12.254951242926,76.215496795193,19.490747,582.0467
586,493,89,12.2548268986388,76.2154716086866,31.588898,820.03485
587,493,90,12.2547025543517,76.2154464221802,683.4093,1592.2998
588,493,91,12.2545782100645,76.2154212356737,1329.8907,1473.4883
589,493,92,12.2544538657773,76.2153960491673,1494.7074,1319.1295
590,493,93,12.2543295214901,76.2153708626608,900.66296,948.0682
591,493,94,12.2542051772029,76.2153456761544,618.70184,584.35724
592,493,95,12.2540808329157,76.215320489648,565.57965,503.0506
593,493,96,12.2539564886285,76.2152953031415,742.25,509.2187
594,493,97,12.2538321443413,76.2152701166351,-85.19444,1415.2189
595,493,98,12.2537078000541,76.2152449301286,-589.56665,1284.4357
596,493,99,12.2535834557669,76.2152197436222,-889.363,1112.336
597,493,100,12.2534591114797,76.2151945571158,-390.10184,882.536
598,493,101,12.2533347671925,76.2151693706093,80.69446,1053.5541
599,493,102,12.2532104229053,76.2151441841028,380.46295,972.7411
600,493,103,12.2530860786182,76.2151189975964,399.17038,996.2589
601,493,104,12.252961734331,76.2150938110899,32.594444,890.6496
602,493,105,12.2528373900438,76.2150686245835,-538.4778,579.685
603,493,106,12.2527130457566,76.215043438077,-489.32407,639.15424
604,493,107,12.2525887014694,76.2150182515705,-93.24815,839.9073
605,493,108,12.2524643571822,76.2149930650641,620.09625,811.3788
606,493,109,12.252340012895,76.2149678785576,1053.3647,427.37552
607,493,110,12.2522156686078,76.2149426920512,1216.8407,305.39258
608,493,111,12.2520913243206,76.2149175055447,907.12036,494.85672
609,493,112,12.2519669800334,76.2148923190382,584.46295,519.5283
610,493,113,12.2518426357462,76.2148671325317,-42.29815,597.2775
611,493,114,12.251718291459,76.2148419460253,-346.22778,621.4354
612,493,115,12.2515939471719,76.2148167595188,-588.0704,522.8505
613,493,116,12.2514696028847,76.2147915730123,-568.2074,440.66025
614,493,117,12.2513452585975,76.2147663865058,-498.18332,442.3668
615,493,118,12.2512209143103,76.2147411999994,-234.06296,527.71985
616,493,119,12.2510965700231,76.2147160134929,86.12038,525.94763
617,493,120,12.2509722257359,76.2146908269864,286.66296,328.52448
618,493,121,12.2508478814487,76.2146656404799,418.84628,376.58792
619,493,122,12.2507235371615,76.2146404539734,436.8074,342.4603
620,493,123,12.2505991928743,76.2146152674669,432.7241,412.13043
621,493,124,12.2504748485871,76.2145900809604,350.45926,379.4408
622,493,125,12.2503505042999,76.2145648944539,337.05002,346.17444
623,493,126,12.2502261600127,76.2145397079474,293.92963,200.23581
624,493,127,12.2501018157255,76.2145145214409,241.06111,162.05281
625,493,128,12.2499774714384,76.2144893349344,192.48703,118.66891
626,493,129,12.2498531271512,76.2144641484279,109.16369,241.73756
627,493,130,12.249728782864,76.2144389619214,-21.00218,231.30817
628,493,131,12.2496044385768,76.2144137754149,-113.13922,173.19955
629,493,132,12.2494800942896,76.2143885889084,-142.17328,200.38063
630,493,133,12.2493557500024,76.2143634024019,-193.73705,287.00543
631,493,134,12.2492314057152,76.2143382158954,-116.30185,333.69104
632,493,135,12.249107061428,76.2143130293889,-169.87407,368.74234
633,493,136,12.2489827171408,76.2142878428824,-400.3852,528.8094
634,493,137,12.2488583728536,76.2142626563759,-790.8852,383.40814
635,493,138,12.2487340285664,76.2142374698694,-995.6055,175.44176
636,493,139,12.2486096842792,76.2142122833629,-765.10925,423.89328
637,493,140,12.2484853399921,76.2141870968563,-723.12036,394.4913
638,493,141,12.2483609957049,76.2141619103498,-676.62775,471.95834
639,493,142,12.2482366514177,76.2141367238433,-775.7551,592.28564
640,493,143,12.2481123071305,76.2141115373368,-619.94586,598.6356
641,493,144,12.2479879628433,76.2140863508303,-532.4922,499.79712
642,493,145,12.2478636185561,76.2140611643237,-627.4592,305.80072
643,493,146,12.2477392742689,76.2140359778172,-657.9259,325.89536
644,493,147,12.2476149299817,76.2140107913107,-625.0518,310.69592
645,493,148,12.2474905856945,76.2139856048042,-237.82037,467.0059
646,493,149,12.2473662414073,76.2139604182976,187.26111,591.0434
647,493,150,12.2472418971201,76.2139352317911,605.9,314.8658
648,493,151,12.2471175528329,76.2139100452846,640.1389,230.69473
649,493,152,12.2469932085457,76.213884858778,357.58517,370.12656
650,493,153,12.2468688642586,76.2138596722715,144.21666,345.13382
651,493,154,12.2467445199714,76.213834485765,-124.73703,371.85413
652,493,155,12.2466201756842,76.2138092992584,-344.6037,489.88278
653,493,156,12.246495831397,76.2137841127519,-503.56113,348.28696
654,493,157,12.2463714871098,76.2137589262454,-383.40372,492.08337
655,493,158,12.2462471428226,76.2137337397388,-334.48148,637.6573
656,493,159,12.2461227985354,76.2137085532323,-496.94446,740.14355
657,493,160,12.2459984542482,76.2136833667257,-404.14813,819.78253
658,493,161,12.245874109961,76.2136581802192,-51.000004,877.08356
659,493,162,12.2457497656738,76.2136329937127,395.34445,601.31244
660,493,163,12.2456254213866,76.2136078072061,316.06482,569.3447
661,493,164,12.2455010770994,76.2135826206996,184.83517,480.14194
662,493,165,12.2453767328122,76.213557434193,-102.103714,519.15564
663,493,166,12.2452523885251,76.2135322476864,-163.09631,609.31573
664,493,167,12.2451280442379,76.2135070611799,-108.251854,621.4618
665,493,168,12.2450036999507,76.2134818746733,573.4352,1011.2759
666,493,169,12.2448793556635,76.2134566881668,1101.3334,909.4553
667,493,170,12.2447550113763,76.2134315016602,1224.7611,952.95294
668,493,171,12.2446306670891,76.2134063151537,715.2648,1008.2129
669,493,172,12.2445063228019,76.2133811286471,691.16296,911.63983
670,493,173,12.2443819785147,76.2133559421406,465.41296,800.6124
671,493,174,12.2442576342275,76.213330755634,366.40186,755.0612
672,493,175,12.2441332899403,76.2133055691274,625.7833,1123.9287
673,493,176,12.2440089456531,76.2132803826209,1401.5927,1200.3167
674,493,177,12.2438846013659,76.2132551961143,1860.5704,559.2726
675,493,178,12.2437602570788,76.2132300096077,1587.3481,565.96857
676,493,179,12.2436359127916,76.2132048231012,1337.65,265.70203
677,493,180,12.2435115685044,76.2131796365946,1215.0333,382.8453
678,493,181,12.2433872242172,76.213154450088,863.15,602.6991
679,493,182,12.24326287993,76.2131292635815,24.033333,853.93835
680,493,183,12.2431385356428,76.2131040770749,-514.1667,634.5411
681,493,184,12.2430141913556,76.2130788905683,-652.73334,571.7542
682,493,185,12.2428898470684,76.2130537040617,-515.9926,901.399
683,493,186,12.2427655027812,76.2130285175552,-328.6889,926.6262
684,493,187,12.242641158494,76.2130033310486,-295.90372,982.7344
685,493,188,12.2425168142068,76.212978144542,-110.7963,805.5609
686,493,189,12.2423924699196,76.2129529580355,47.88703,805.8236
687,493,190,12.2422681256324,76.2129277715289,213.0074,702.7727
688,493,191,12.2421437813453,76.2129025850223,305.60556,433.1631
689,493,192,12.2420194370581,76.2128773985157,33.916656,620.7003
690,493,193,12.2418950927709,76.2128522120091,-212.97409,558.85895
691,493,194,12.2417707484837,76.2128270255025,-669.6278,549.96234
692,493,195,12.2416464041965,76.212801838996,-665.6963,478.98245
693,493,196,12.2415220599093,76.2127766524894,-749.51666,414.04065
694,493,197,12.2413977156221,76.2127514659828,-819.39075,523.62646
695,493,198,12.2412733713349,76.2127262794762,-667.57776,734.12646
696,493,199,12.2411490270477,76.2127010929696,-685.37964,876.0191
697,493,200,12.2410246827605,76.212675906463,-289.78705,699.9024
698,493,201,12.2409003384733,76.2126507199565,212.47408,1089.1906
699,493,202,12.2407759941861,76.2126255334499,566.4889,1011.7437
700,493,203,12.2406516498989,76.2126003469433,864.8685,1011.97327
701,493,204,12.2405273056118,76.2125751604367,356.64816,1203.8695
702,493,205,12.2404029613246,76.2125499739301,306.3389,991.0318
703,493,206,12.2402786170374,76.2125247874235,143.34259,762.454
704,493,207,12.2401542727502,76.2124996009169,231.87964,374.9686
705,493,208,12.240029928463,76.2124744144103,109.07963,447.0399
706,493,209,12.2399055841758,76.2124492279037,126.14444,523.1545
707,493,210,12.2397812398886,76.2124240413971,33.140736,448.5242
708,493,211,12.2396568956014,76.2123988548905,-150.61296,626.0563
709,493,212,12.2395325513142,76.2123736683839,-513.9722,547.9145
710,493,213,12.239408207027,76.2123484818773,-759.6056,578.88025
711,493,214,12.2392838627398,76.2123232953707,-683.0648,736.21747
712,493,215,12.2391595184526,76.2122981088641,-640.14813,781.2588
713,493,216,12.2390351741655,76.2122729223575,-318.35,1002.8491
714,493,217,12.2389108298783,76.2122477358509,-302.34073,1008.3114
715,493,218,12.2387864855911,76.2122225493443,-5.1574116,946.76495
716,493,219,12.2386621413039,76.2121973628377,198.17407,871.58136
717,493,220,12.2385377970167,76.2121721763311,976.1963,1022.70685
718,493,221,12.2384134527295,76.2121469898245,1699.0055,998.73175
719,493,222,12.2382891084423,76.2121218033179,2069.6648,860.5317
720,493,223,12.2381647641551,76.2120966168113,1985.913,815.4358
721,493,224,12.2380404198679,76.2120714303047,1661.0056,860.78705
722,493,225,12.2379160755807,76.2120462437981,1242.5148,890.69147
723,493,226,12.2377917312935,76.2120210572915,770.1537,866.0082
724,493,227,12.2376673870063,76.2119958707849,214.04816,725.76263
725,493,228,12.2375430427191,76.2119706842783,-234.33147,632.0113
726,493,229,12.237418698432,76.2119454977717,-550.0296,670.711
727,493,230,12.2372943541448,76.2119203112651,-808.57776,684.5879
728,493,231,12.2371700098576,76.2118951247585,-889.3259,693.9074
729,493,232,12.2370456655704,76.2118699382518,-782.3555,613.81244
730,493,233,12.2369213212832,76.2118447517452,-317.25,837.6878
731,493,234,12.236796976996,76.2118195652386,-208.67963,811.4444
732,493,235,12.2366726327088,76.211794378732,-211.07408,793.59985
733,493,236,12.2365482884216,76.2117691922254,-62.400024,1279.7789
734,493,237,12.2364239441344,76.2117440057188,65.25369,1468.3574
735,493,238,12.2362995998472,76.2117188192122,-472.10373,2092.9382
736,493,239,12.23617525556,76.2116936327056,-1215.1204,1802.2606
737,493,240,12.2360509112728,76.2116684461989,-1328.461,1505.8185
738,493,241,12.2359265669857,76.2116432596923,-715.64075,1296.3943
739,493,242,12.2358022226985,76.2116180731857,-329.51297,1165.5791
740,493,243,12.2356778784113,76.2115928866791,248.8889,1398.8236
741,493,244,12.2355535341241,76.2115677001725,939.30005,1423.8057
742,493,245,12.2354291898369,76.2115425136659,1996.6593,1073.0825
743,493,246,12.2353048455497,76.2115173271592,2649.5352,795.95886
744,493,247,12.2351805012625,76.2114921406526,2612.5815,814.6798
745,493,248,12.2350561569753,76.211466954146,1911.8148,1126.8596
746,493,249,12.2349318126881,76.2114417676394,1265.6389,1132.4221
747,493,250,12.2348074684009,76.2114165811328,984.27405,1121.5732
748,493,251,12.2346831241137,76.2113913946261,1224.437,1210.053
749,493,252,12.2345587798265,76.2113662081195,876.6222,984.10504
750,493,253,12.2344344355393,76.2113410216129,578.1222,902.40906
751,493,254,12.2343100912522,76.2113158351063,238.5537,270.1344
752,493,255,12.234185746965,76.2112906485997,207.9037,300.26147
753,493,256,12.2340614026778,76.211265462093,188.68704,310.4116
754,493,257,12.2339370583906,76.2112402755864,230.50926,385.1691
755,493,258,12.2338127141034,76.2112150890798,735.2611,958.9223
756,493,259,12.2336883698162,76.2111899025732,852.74817,1338.2646
757,493,260,12.233564025529,76.2111647160665,276.76297,1830.0051
758,493,261,12.2334396812418,76.2111395295599,-647.1796,1584.3882
759,493,262,12.2333153369546,76.2111143430533,-1151.4703,985.7758
760,493,263,12.2331909926674,76.2110891565467,-1239.9982,687.8888
761,493,264,12.2330666483802,76.21106397004,-906.51294,695.95465
762,493,265,12.232942304093,76.2110387835334,-72.022224,1352.7606
763,493,266,12.2328179598058,76.2110135970268,639.34625,1067.3396
764,493,267,12.2326936155187,76.2109884105202,931.40186,1073.6875
765,493,268,12.2325692712315,76.2109632240136,827.3759,1031.6827
766,493,269,12.2324449269443,76.2109380375069,886.28705,922.11646
767,493,270,12.2323205826571,76.2109128510003,1170.4166,763.8379
768,493,271,12.2321962383699,76.2108876644937,1066.6945,660.9467
769,493,272,12.2320718940827,76.210862477987,973.3945,675.09265
770,493,273,12.2319475497955,76.2108372914804,448.74258,626.0805
771,493,274,12.2318232055083,76.2108121049738,218.86852,767.89923
772,493,275,12.2316988612211,76.2107869184672,-17.390757,908.6454
773,493,276,12.2315745169339,76.2107617319605,140.39627,1125.8517
774,493,277,12.2314501726467,76.2107365454539,698.2315,1268.208
775,493,278,12.2313258283595,76.2107113589473,1363.6149,1095.6595
776,493,279,12.2312014840724,76.2106861724407,1567.6222,655.74554
777,493,280,12.2310771397852,76.210660985934,1372.3167,920.608
778,493,281,12.230952795498,76.2106357994274,918.35187,781.08356
779,493,282,12.2308284512108,76.2106106129208,755.40924,740.5965
780,493,283,12.2307041069236,76.2105854264142,621.9611,141.71178
781,493,284,12.2305797626364,76.2105602399075,302.61667,652.73694
782,493,285,12.2304554183492,76.2105350534009,13.320369,786.83575
783,493,286,12.230331074062,76.2105098668943,-357.61853,1031.7511
784,493,287,12.2302067297748,76.2104846803877,-644.5815,1098.469
785,493,288,12.2300823854876,76.210459493881,-1329.7981,1408.7764
786,493,289,12.2299580412004,76.2104343073744,-2058.1313,1081.3912
787,493,290,12.2298336969132,76.2104091208678,-2052.3057,1033.6151
788,493,291,12.229709352626,76.2103839343611,-955.7185,1648.6854
789,493,292,12.2295850083389,76.2103587478545,204.6926,1173.834
790,493,293,12.2294606640517,76.2103335613479,678.6259,611.0858
791,493,294,12.2293363197645,76.2103083748412,901.59814,667.3322
792,493,295,12.2292119754773,76.2102831883346,1087.5778,832.3855
793,493,296,12.2290876311901,76.210258001828,1379.5612,605.22986
794,493,297,12.2289632869029,76.2102328153214,1075.9388,684.0252
795,493,298,12.2288389426157,76.2102076288147,737.7463,497.7806
796,493,299,12.2287145983285,76.2101824423081,463.3426,415.672
797,493,300,12.2285902540413,76.2101572558015,469.48148,482.55148
798,493,301,12.2284659097541,76.2101320692949,564.9204,832.80273
799,493,302,12.2283415654669,76.2101068827882,1043.9778,1128.911
800,493,303,12.2282172211797,76.2100816962816,1347.9519,1064.0765
801,493,304,12.2280928768925,76.210056509775,1394.1759,751.5789
802,493,305,12.2279685326054,76.2100313232683,893.41296,656.4238
803,493,306,12.2278441883182,76.2100061367617,272.85187,647.4205
804,493,307,12.227719844031,76.2099809502551,-128.47778,468.0707
805,493,308,12.2275954997438,76.2099557637485,-812.46295,842.50385
806,493,309,12.2274711554566,76.2099305772418,-1338.9388,865.3937
807,493,310,12.2273468111694,76.2099053907352,-1972.961,518.32074
808,493,311,12.2272224668822,76.2098802042286,-2112.4778,568.0048
809,493,312,12.227098122595,76.209855017722,-1910.1704,753.5743
810,493,313,12.2269737783078,76.2098298312153,-1501.0981,805.25446
811,493,314,12.2268494340206,76.2098046447087,-830.9778,966.92957
812,493,315,12.2267250897334,76.2097794582021,63.025917,1388.6293
813,493,316,12.2266007454462,76.2097542716955,668.0944,1273.7478
814,493,317,12.2264764011591,76.2097290851888,943.72217,1227.5651
815,493,318,12.2263520568719,76.2097038986822,954.60736,1422.6012
816,493,319,12.2262277125847,76.2096787121756,268.99814,1734.7744
817,493,320,12.2261033682975,76.209653525669,-593.5759,1824.293
818,493,321,12.2259790240103,76.2096283391623,-1759.6038,675.73706
819,493,322,12.2258546797231,76.2096031526557,-2460.439,862.9949
820,493,323,12.2257303354359,76.2095779661491,-3048.0981,1272.8604
821,493,324,12.2256059911487,76.2095527796425,-2976.6555,1406.2224
822,493,325,12.2254816468615,76.2095275931358,-1818.2,1988.9253
823,493,326,12.2253573025743,76.2095024066292,-1069.463,1227.9933
824,493,327,12.2252329582871,76.2094772201226,-434.67407,1029.3635
825,493,328,12.2251086139999,76.209452033616,-421.42776,1189.2786
826,493,329,12.2249842697127,76.2094268471094,-18.514814,815.1616
827,493,330,12.2248599254256,76.2094016606028,-162.35556,836.4463
828,493,331,12.2247355811384,76.2093764740961,-421.75186,551.99335
829,493,332,12.2246112368512,76.2093512875895,-491.8648,404.0043
830,493,333,12.224486892564,76.2093261010829,-252.47778,566.42163
831,493,334,12.2243625482768,76.2093009145763,141.21295,623.74774
832,493,335,12.2242382039896,76.2092757280696,155.22408,748.22687
833,493,336,12.2241138597024,76.209250541563,-458.9852,1122.3503
834,493,337,12.2239895154152,76.2092253550564,-284.07224,1322.4192
835,493,338,12.223865171128,76.2092001685498,1449.3685,2759.0164
836,493,339,12.2237408268408,76.2091749820432,3685.5037,1972.0077
837,493,340,12.2236164825536,76.2091497955365,4294.2686,1085.8246
838,493,341,12.2234921382664,76.2091246090299,3097.6667,1789.5963
839,493,342,12.2233677939792,76.2090994225233,2049.9907,906.5545
840,493,343,12.2232434496921,76.2090742360167,1672.9926,605.5891
841,493,344,12.2231191054049,76.2090490495101,1931.0555,402.19043
842,493,345,12.2229947611177,76.2090238630035,1916.8167,249.20108
843,493,346,12.2228704168305,76.2089986764969,2232.8167,491.9204
844,493,347,12.2227460725433,76.2089734899903,2093.35,686.905
845,493,348,12.2226217282561,76.2089483034836,1512.6981,1161.9393
846,493,349,12.2224973839689,76.208923116977,1032.9204,776.6613
847,493,350,12.2223730396817,76.2088979304704,624.46484,710.26166
848,493,351,12.2222486953945,76.2088727439638,610.9296,720.4487
849,493,352,12.2221243511073,76.2088475574572,67.0037,520.993
850,493,353,12.2220000068201,76.2088223709506,-283.36853,670.12054
851,493,354,12.2218756625329,76.208797184444,-668.6352,686.1913
852,493,355,12.2217513182458,76.2087719979374,-976.5333,673.1311
853,493,356,12.2216269739586,76.2087468114308,-528.53705,1135.5034
854,493,357,12.2215026296714,76.2087216249242,148.48703,1260.5837
855,493,358,12.2213782853842,76.2086964384175,697.9722,714.41473
856,493,359,12.221253941097,76.2086712519109,660.93146,670.381
857,493,360,12.2211295968098,76.2086460654043,300.36853,584.0589
858,493,361,12.2210052525226,76.2086208788977,-203.91112,892.1536
859,493,362,12.2208810363,76.2085957136335,-576.2574,1011.60345
860,493,363,12.2207568749909,76.2085705574778,-980.3352,1467.0343
861,493,364,12.2206327136818,76.2085454013222,-579.30927,1648.2185
862,493,365,12.2205085523727,76.2085202451665,-603.62036,1564.4403
863,493,366,12.2203843910636,76.2084950890109,-806.5944,1244.8921
864,493,367,12.2202602297545,76.2084699328552,-1314.0352,913.2862
865,493,368,12.2201360684455,76.2084447766996,-907.787,1170.5359
866,493,369,12.2200119071364,76.2084196205439,-897.79626,1137.451
867,493,370,12.2198877458273,76.2083944643883,-499.67038,1099.1572
868,493,371,12.2197635845182,76.2083693082326,-740.2315,885.27124
869,493,372,12.2196394232091,76.208344152077,-83.864815,573.39
870,493,373,12.2195152619,76.2083189959213,52.43148,441.7426
871,493,374,12.2193911005909,76.2082938397657,262.26297,363.87238
872,493,375,12.2192669392818,76.20826868361,583.41296,468.18848
873,493,376,12.2191427779728,76.2082435274544,1197.0204,749.8743
874,493,377,12.2190186166637,76.2082183712988,1630.1573,549.696
875,493,378,12.2188944553546,76.2081932151431,1399.1888,829.59406
876,493,379,12.2187702940455,76.2081680589875,1107.7686,687.9005
877,493,380,12.2186461327364,76.2081429028318,773.1241,470.065
878,493,381,12.2185219714273,76.2081177466762,559.5704,699.9298
879,493,382,12.2183978101182,76.2080925905205,38.772217,582.24817
880,493,383,12.2182736488091,76.2080674343649,-267.9074,318.4009
881,493,384,12.2181494875001,76.2080422782093,-451.82593,413.72913
882,493,385,12.218025326191,76.2080171220536,-163.18147,688.81726
883,493,386,12.2179011648819,76.207991965898,-181.40926,666.4522
884,493,387,12.2177770035728,76.2079668097423,-68.13148,514.8104
885,493,388,12.2176528422637,76.2079416535867,-408.5259,430.31927
886,493,389,12.2175286809546,76.207916497431,-845.1667,991.54877
887,493,390,12.2174045196455,76.2078913412754,-1023.5815,1119.597
888,493,391,12.2172803583364,76.2078661851198,-1277.4,1041.6031
889,493,392,12.2171561970274,76.2078410289641,-455.88705,1287.4661
890,493,393,12.2170320357183,76.2078158728085,-309.02963,1182.2699
891,493,394,12.2169078744092,76.2077907166529,-37.82222,922.151
892,493,395,12.2167837131001,76.2077655604972,-577.8741,821.8516
893,493,396,12.216659551791,76.2077404043416,-929.65924,820.05585
894,493,397,12.2165353904819,76.2077152481859,-1247.274,805.6058
895,493,398,12.2164112291728,76.2076900920303,-1397.0834,648.38416
896,493,399,12.2162870678637,76.2076649358747,-1352.1222,658.4728
897,493,400,12.2161629065547,76.207639779719,-1241.6573,902.9854
898,493,401,12.2160387452456,76.2076146235634,-1097.8538,852.4262
899,493,402,12.2159145839365,76.2075894674078,-997.3111,992.4935
900,493,403,12.2157904226274,76.2075643112521,-809.20557,1095.6628
901,493,404,12.2156662613183,76.2075391550965,-552.7907,1214.3341
902,493,405,12.2155421000092,76.2075139989409,-179.7574,1051.676
903,493,406,12.2154179387001,76.2074888427852,105.72223,641.58136
904,493,407,12.215293777391,76.2074636866296,369.77594,517.91656
905,493,408,12.215169616082,76.207438530474,547.0648,365.16275
906,493,409,12.2150454547729,76.2074133743183,382.17963,624.19763
907,493,410,12.2149212934638,76.2073882181627,297.10556,576.38116
908,493,411,12.2147971321547,76.2073630620071,73.15,631.0432
909,493,412,12.2146729708456,76.2073379058514,-57.412968,807.4825
910,493,413,12.2145488095365,76.2073127496958,-533.00183,782.9198
911,493,414,12.2144246482274,76.2072875935402,-731.9593,748.90314
912,493,415,12.2143004869183,76.2072624373846,-722.013,620.5553
913,493,416,12.2141763256093,76.207237281229,-899.88336,688.4991
914,493,417,12.2140521643002,76.2072121250733,-1117.9019,657.72375
915,493,418,12.2139280029911,76.2071869689177,-1177.9519,615.52295
916,493,419,12.213803841682,76.2071618127621,-757.75555,756.0679
917,493,420,12.2136796803729,76.2071366566065,-557.9704,542.8493
918,493,421,12.2135555190638,76.2071115004508,-550.0426,479.72534
919,493,422,12.2134313577547,76.2070863442952,-362.3926,626.4235
920,493,423,12.2133071964456,76.2070611881396,93.75369,712.055
921,493,424,12.2131830351366,76.207036031984,696.5815,555.6859
922,493,425,12.2130588738275,76.2070108758284,1181.226,757.4711
923,493,426,12.2129347125184,76.2069857196727,1252.4703,871.5269
924,493,427,12.2128105512093,76.2069605635171,966.23706,1059.1221
925,493,428,12.2126863899002,76.2069354073615,419.85184,878.3513
926,493,429,12.2125622285911,76.2069102512059,56.444447,670.25867
927,493,430,12.212438067282,76.2068850950503,-73.35185,961.17285
928,493,431,12.2123139059729,76.2068599388947,83.601845,1184.3918
929,493,432,12.2121897446639,76.2068347827391,456.2148,1180.1968
930,493,433,12.2120655833548,76.2068096265834,1057.6444,855.30884
931,493,434,12.2119414220457,76.2067844704278,1621.3759,722.01276
932,493,435,12.2118172607366,76.2067593142722,1814.063,477.005
933,493,436,12.2116930994275,76.2067341581166,1605.287,638.0388
934,493,437,12.2115689381184,76.206709001961,1006.1463,482.4917
935,493,438,12.2114447768093,76.2066838458054,637.64075,488.6724
936,493,439,12.2113206155002,76.2066586896498,471.18704,410.19266
937,493,440,12.2111964541912,76.2066335334942,544.0389,394.59064
938,493,441,12.2110722928821,76.2066083773386,649.69257,388.15918
939,493,442,12.210948131573,76.206583221183,1063.5408,783.8256
940,493,443,12.2108239702639,76.2065580650274,814.44257,982.80554
941,493,444,12.2106998089548,76.2065329088718,903.4463,959.12177
942,493,445,12.2105756476457,76.2065077527162,539.76855,617.25287
943,493,446,12.2104514863366,76.2064825965606,646.15,476.36456
944,493,447,12.2103273250275,76.206457440405,423.62964,391.8992
945,493,448,12.2102031637185,76.2064322842494,757.5796,803.97876
946,493,449,12.2100790024094,76.2064071280938,860.7259,790.492
947,493,450,12.2099548411003,76.2063819719382,995.2815,725.55804
948,493,451,12.2098306797912,76.2063568157826,884.3778,521.9056
949,493,452,12.2097065184821,76.206331659627,1019.9389,469.4969
950,493,453,12.209582357173,76.2063065034714,843.23517,636.91724
951,493,454,12.2094581958639,76.2062813473158,246.09999,724.9606
952,493,455,12.2093340345548,76.2062561911602,-401.48517,492.17773
953,493,456,12.2092098732458,76.2062310350046,-767.65186,429.6376
954,493,457,12.2090857119367,76.206205878849,-937.96484,374.57925
955,493,458,12.2089615506276,76.2061807226934,-1253.9982,564.1715
956,493,459,12.2088373893185,76.2061555665379,-1715.1111,891.60736
957,493,460,12.2087132280094,76.2061304103823,-2517.111,1141.5469
958,493,461,12.2085890667003,76.2061052542267,-2658.4685,1086.1898
959,493,462,12.2084649053912,76.2060800980711,-1939.3389,1604.9027
960,493,463,12.2083407440821,76.2060549419155,-1105.8593,1004.19336
961,493,464,12.2082165827731,76.20602978576,-609.3241,525.9973
962,493,465,12.208092421464,76.2060046296044,-851.98145,443.69073
963,493,466,12.2079682601549,76.2059794734488,-853.0741,648.6232
964,493,467,12.2078440988458,76.2059543172932,-1098.4796,926.7686
965,493,468,12.2077199375367,76.2059291611376,-901.95,1346.4198
966,493,469,12.2075957762276,76.2059040049821,-1047.1555,1563.5696
967,493,470,12.2074716149185,76.2058788488265,-754.2278,1480.8882
968,493,471,12.2073474536094,76.2058536926709,-187.66112,1603.1847
969,493,472,12.2072232923004,76.2058285365153,434.19632,1141.6451
970,493,473,12.2070991309913,76.2058033803598,833.4296,774.4303
971,493,474,12.2069749696822,76.2057782242042,770.55554,758.31525
972,493,475,12.2068508083731,76.2057530680486,857.3333,597.52155
973,493,476,12.206726647064,76.2057279118931,901.9722,498.59827
974,493,477,12.2066024857549,76.2057027557375,815.2185,379.94308
975,493,478,12.2064783244458,76.2056775995819,833.0426,547.02747
976,493,479,12.2063541631367,76.2056524434264,1054.013,599.8631
977,493,480,12.2062300018277,76.2056272872708,1322.7666,779.7824
978,493,481,12.2061058405186,76.2056021311153,1299.5759,706.1524
979,493,482,12.2059816792095,76.2055769749597,951.72217,907.4258
980,493,483,12.2058575179004,76.2055518188042,104.99073,994.5918
981,493,484,12.2057333565913,76.2055266626486,-480.19815,948.1288
982,493,485,12.2056091952822,76.205501506493,-827.65924,637.6479
983,493,486,12.2054850339731,76.2054763503375,-740.613,540.25116
984,493,487,12.205360872664,76.2054511941819,-255.13148,697.30225
985,493,488,12.205236711355,76.2054260380264,42.644447,616.86676
986,493,489,12.2051125500459,76.2054008818708,478.49817,375.68137
987,493,490,12.2049883887368,76.2053757257153,473.5926,446.4096
988,493,491,12.2048642274277,76.2053505695598,468.80188,606.60205
989,493,492,12.2047400661186,76.2053254134042,203.15186,624.51624
990,493,493,12.2046159048095,76.2053002572487,86.12038,603.98834
991,493,494,12.2044917435004,76.2052751010931,-174.07222,528.42114
992,493,495,12.2043675821913,76.2052499449376,-457.00186,716.6266
993,493,496,12.2042434208823,76.205224788782,-311.8963,1240.17
994,493,497,12.2041192595732,76.2051996326265,597.75183,1675.4872
995,493,498,12.2039950982641,76.205174476471,1693.2815,1369.4724
996,493,499,12.203870936955,76.2051493203154,2041.85,948.14343
997,493,500,12.2037467756459,76.2051241641599,1317.2148,1444.3949
998,493,501,12.2036226143368,76.2050990080044,454.40002,1252.3887
999,493,502,12.2034984530277,76.2050738518489,-386.52777,789.5059
